羲和雅苑 （已作废）,羲和主食点心,刀削面小炒肉卤,16
羲和雅苑 （已作废）,羲和主食点心,刀削面茄子卤,16
羲和雅苑 （已作废）,羲和主食点心,拔丝缤纷地三鲜,39
羲和雅苑 （已作废）,羲和主食点心,芝麻香饼,18
羲和雅苑 （已作废）,羲和主食点心,萝卜干腊肉炒饭,32
羲和雅苑 （已作废）,羲和主食点心,春卷,24
羲和雅苑 （已作废）,羲和主食点心,锅贴,20
羲和雅苑 （已作废）,羲和主食点心,阳春面,16
羲和雅苑 （已作废）,羲和主食点心,羲和菜泡饭,28
羲和雅苑 （已作废）,羲和主食点心,担担面,16
羲和雅苑 （已作废）,羲和主食点心,水饺,20
羲和雅苑 （已作废）,羲和主食点心,羲和小肉饼,22
